Date,ORCL-adj_close,GIS-adj_close,COP-adj_close
2017-01-01,36.52688217163086,50.89320755004883,41.568519592285156
2017-02-01,38.93724822998047,49.55663299560547,40.554019927978516
2017-03-01,40.78401565551758,48.44023132324219,42.742191314697266
2017-04-01,41.1039924621582,47.20891571044922,41.06234359741211
2017-05-01,41.67589569091797,46.963836669921875,38.302574157714844
2017-06-01,46.0372200012207,45.85471725463867,37.88779067993164
2017-07-01,45.84440231323242,46.06991195678711,39.1030158996582
2017-08-01,46.385990142822266,44.48108673095703,37.8590202331543
2017-09-01,44.56114196777344,43.228336334228516,43.399986267089844
2017-10-01,46.911319732666016,43.36195373535156,44.35384750366211
2017-11-01,45.39385223388672,47.68571853637695,44.35569381713867
2017-12-01,43.746864318847656,49.98737716674805,47.85150146484375
2018-01-01,47.73479461669922,49.312896728515625,51.268836975097656
2018-02-01,47.06610870361328,42.96889114379883,47.34587097167969
2018-03-01,42.49605178833008,38.30224609375,51.965457916259766
2018-04-01,42.42173767089844,37.180206298828125,57.40829086303711
2018-05-01,43.57673645019531,36.339271545410156,59.06480407714844
2018-06-01,41.095699310302734,38.032073974609375,61.27115249633789
2018-07-01,44.47215270996094,39.57878494262695,63.51535415649414
2018-08-01,45.48932647705078,39.97066879272461,64.8896255493164
2018-09-01,48.27973556518555,37.2862663269043,68.39788055419922
2018-10-01,45.7327880859375,38.05075454711914,61.77018737792969
2018-11-01,45.841712951660156,37.16659927368164,58.72892379760742
2018-12-01,42.44776153564453,34.20627975463867,55.33013916015625
2019-01-01,47.22372055053711,39.03767013549805,60.068931579589844
2019-02-01,49.20405197143555,41.900325775146484,60.210906982421875
2019-03-01,50.69536590576172,46.00767517089844,59.494781494140625
2019-04-01,52.22444534301758,45.758750915527344,56.267765045166016
2019-05-01,47.973819732666016,44.37779998779297,52.55936813354492
2019-06-01,54.013206481933594,47.14242935180664,54.648765563964844
2019-07-01,53.37797927856445,47.672027587890625,52.92866897583008
2019-08-01,49.55784606933594,48.73317337036133,46.98466110229492
2019-09-01,52.38508987426758,49.928863525390625,51.30674743652344
2019-10-01,51.87104797363281,46.070064544677734,49.70397186279297
2019-11-01,53.68009948730469,48.73942184448242,54.380252838134766
2019-12-01,50.6585578918457,48.958805084228516,58.99812316894531
2020-01-01,50.15178298950195,47.73392868041992,53.91755676269531
2020-02-01,47.50330352783203,45.20866775512695,43.92878723144531
2020-03-01,46.417999267578125,48.68696975708008,28.140914916992188
2020-04-01,50.87443923950195,55.256065368652344,38.46533966064453
2020-05-01,51.88813018798828,58.67171096801758,38.53843688964844
2020-06-01,53.33563232421875,57.378028869628906,38.77616882324219
2020-07-01,53.50933074951172,58.885772705078125,34.50359344482422
2020-08-01,55.45082092285156,59.985652923583984,35.32168960571289
2020-09-01,57.85413360595703,57.856380462646484,30.61400032043457
2020-10-01,54.37514114379883,55.455074310302734,26.68004608154297
2020-11-01,56.1618537902832,57.526031494140625,37.33196258544922
2020-12-01,62.943702697753906,55.61543273925781,37.73774719238281
2021-01-01,58.79869842529297,54.953346252441406,37.77549362182617
2021-02-01,63.00874710083008,52.48484420776367,49.080772399902344
2021-03-01,68.53703308105469,58.50518798828125,50.44578552246094
2021-04-01,74.0262451171875,58.066307067871094,48.70299530029297
2021-05-01,77.24034881591797,60.47690963745117,53.08379364013672
2021-06-01,76.35747528076172,58.62008285522461,58.44920349121094
2021-07-01,85.48036193847656,56.62855529785156,53.80397415161133
2021-08-01,87.75497436523438,56.09206771850586,53.70279312133789
2021-09-01,85.78582000732422,58.04233169555664,65.54003143310547
2021-10-01,94.45992279052734,59.96349334716797,72.03892517089844
2021-11-01,89.65092468261719,60.43043518066406,68.22982025146484
2021-12-01,86.16329193115234,65.91876983642578,70.22428131103516
2022-01-01,80.1859130859375,67.19058227539062,86.45807647705078
