Date,Open,High,Low,Close*,Adj Close**,Change,Return,Date
20-Apr-20,"24,095.10","24,108.69","23,627.19","23,650.44","23,650.44",-592.05,-0.02,20-Apr-20
21-Apr-20,"23,365.25","23,365.25","22,941.88","23,018.88","23,018.88",-631.56,-0.03,21-Apr-20
22-Apr-20,"23,437.34","23,613.10","23,339.60","23,475.82","23,475.82",456.94,0.02,22-Apr-20
23-Apr-20,"23,543.09","23,885.36","23,483.35","23,515.26","23,515.26",39.44,0,23-Apr-20
24-Apr-20,"23,628.24","23,826.00","23,417.68","23,775.27","23,775.27",260.01,0.01,24-Apr-20
27-Apr-20,"23,866.15","24,207.65","23,840.61","24,133.78","24,133.78",358.51,0.02,27-Apr-20
28-Apr-20,"24,357.17","24,512.24","24,031.20","24,101.55","24,101.55",-32.23,0,28-Apr-20
29-Apr-20,"24,490.37","24,764.77","24,453.99","24,633.86","24,633.86",532.31,0.02,29-Apr-20
30-Apr-20,"24,585.57","24,585.57","24,186.90","24,345.72","24,345.72",-288.14,-0.01,30-Apr-20
1-May-20,"24,120.78","24,120.78","23,645.30","23,723.69","23,723.69",-622.03,-0.03,1-May-20
4-May-20,"23,581.55","23,769.56","23,361.16","23,749.76","23,749.76",26.07,0,4-May-20
5-May-20,"23,958.88","24,169.72","23,868.91","23,883.09","23,883.09",133.33,0.01,5-May-20
6-May-20,"23,978.88","24,054.59","23,661.14","23,664.64","23,664.64",-218.45,-0.01,6-May-20
7-May-20,"23,837.21","24,094.62","23,834.39","23,875.89","23,875.89",211.25,0.01,7-May-20
8-May-20,"24,107.82","24,349.90","24,107.05","24,331.32","24,331.32",455.43,0.02,8-May-20
11-May-20,"24,256.45","24,366.21","24,070.22","24,221.99","24,221.99",-109.33,0,11-May-20
12-May-20,"24,292.84","24,382.09","23,761.58","23,764.78","23,764.78",-457.21,-0.02,12-May-20
13-May-20,"23,702.16","23,708.90","23,067.64","23,247.97","23,247.97",-516.81,-0.02,13-May-20
14-May-20,"23,049.06","23,630.86","22,789.62","23,625.34","23,625.34",377.37,0.02,14-May-20
15-May-20,"23,454.83","23,730.08","23,354.15","23,685.42","23,685.42",60.08,0,15-May-20
18-May-20,"24,059.98","24,708.54","24,059.98","24,597.37","24,597.37",911.95,0.04,18-May-20
19-May-20,"24,577.48","24,599.50","24,202.96","24,206.86","24,206.86",-390.51,-0.02,19-May-20
20-May-20,"24,455.94","24,649.48","24,455.94","24,575.90","24,575.90",369.04,0.02,20-May-20
21-May-20,"24,564.27","24,718.46","24,370.88","24,474.12","24,474.12",-101.78,0,21-May-20
22-May-20,"24,461.98","24,481.64","24,294.07","24,465.16","24,465.16",-8.96,0,22-May-20
26-May-20,"24,781.84","25,176.42","24,781.84","24,995.11","24,995.11",529.95,0.02,26-May-20
27-May-20,"25,298.63","25,551.56","25,009.87","25,548.27","25,548.27",553.16,0.02,27-May-20
28-May-20,"25,697.36","25,758.79","25,358.73","25,400.64","25,400.64",-147.63,-0.01,28-May-20
29-May-20,"25,324.15","25,482.80","25,031.67","25,383.11","25,383.11",-17.53,0,29-May-20
1-Jun-20,"25,342.99","25,508.83","25,220.66","25,475.02","25,475.02",91.91,0,1-Jun-20
2-Jun-20,"25,582.52","25,743.13","25,523.74","25,742.65","25,742.65",267.63,0.01,2-Jun-20
3-Jun-20,"25,906.88","26,337.75","25,906.88","26,269.89","26,269.89",527.24,0.02,3-Jun-20
4-Jun-20,"26,226.49","26,384.10","26,082.31","26,281.82","26,281.82",11.93,0,4-Jun-20
5-Jun-20,"26,836.80","27,338.30","26,836.80","27,110.98","27,110.98",829.16,0.03,5-Jun-20
8-Jun-20,"27,232.93","27,580.21","27,232.48","27,572.44","27,572.44",461.46,0.02,8-Jun-20
9-Jun-20,"27,447.37","27,447.37","27,151.06","27,272.30","27,272.30",-300.14,-0.01,9-Jun-20
10-Jun-20,"27,251.89","27,355.22","26,938.05","26,989.99","26,989.99",-282.31,-0.01,10-Jun-20
11-Jun-20,"26,282.51","26,294.08","25,082.72","25,128.17","25,128.17","-1,861.82",-0.07,11-Jun-20
12-Jun-20,"25,659.42","25,965.55","25,078.41","25,605.54","25,605.54",477.37,0.02,12-Jun-20
15-Jun-20,"25,270.39","25,891.58","24,843.18","25,763.16","25,763.16",157.62,0.01,15-Jun-20
16-Jun-20,"26,326.68","26,611.03","25,811.70","26,289.98","26,289.98",526.82,0.02,16-Jun-20
17-Jun-20,"26,330.52","26,400.07","26,068.41","26,119.61","26,119.61",-170.37,-0.01,17-Jun-20
18-Jun-20,"26,016.45","26,154.20","25,848.53","26,080.10","26,080.10",-39.51,0,18-Jun-20
19-Jun-20,"26,213.10","26,451.44","25,759.66","25,871.46","25,871.46",-208.64,-0.01,19-Jun-20
22-Jun-20,"25,865.08","26,059.81","25,667.68","26,024.96","26,024.96",153.5,0.01,22-Jun-20
23-Jun-20,"26,159.39","26,314.97","26,105.97","26,156.10","26,156.10",131.14,0.01,23-Jun-20
24-Jun-20,"25,992.96","25,992.96","25,296.73","25,445.94","25,445.94",-710.16,-0.03,24-Jun-20
25-Jun-20,"25,365.22","25,769.61","25,209.79","25,745.60","25,745.60",299.66,0.01,25-Jun-20
26-Jun-20,"25,641.69","25,641.69","24,971.03","25,015.55","25,015.55",-730.05,-0.03,26-Jun-20
29-Jun-20,"25,152.45","25,601.15","25,096.16","25,595.80","25,595.80",580.25,0.02,29-Jun-20
30-Jun-20,"25,512.43","25,905.38","25,475.14","25,812.88","25,812.88",217.08,0.01,30-Jun-20
1-Jul-20,"25,879.38","26,019.31","25,713.61","25,734.97","25,734.97",-77.91,0,1-Jul-20
2-Jul-20,"25,936.45","26,204.41","25,778.12","25,827.36","25,827.36",92.39,0,2-Jul-20
6-Jul-20,"25,996.08","26,297.53","25,996.08","26,287.03","26,287.03",459.67,0.02,6-Jul-20
7-Jul-20,"26,172.01","26,174.93","25,866.58","25,890.18","25,890.18",-396.85,-0.02,7-Jul-20
8-Jul-20,"25,950.06","26,109.49","25,816.25","26,067.28","26,067.28",177.1,0.01,8-Jul-20
9-Jul-20,"26,094.92","26,103.28","25,523.51","25,706.09","25,706.09",-361.19,-0.01,9-Jul-20
10-Jul-20,"25,690.35","26,101.32","25,637.50","26,075.30","26,075.30",369.21,0.01,10-Jul-20
13-Jul-20,"26,225.07","26,639.09","26,044.23","26,085.80","26,085.80",10.5,0,13-Jul-20
14-Jul-20,"26,044.17","26,690.52","25,994.98","26,642.59","26,642.59",556.79,0.02,14-Jul-20
15-Jul-20,"27,009.81","27,071.33","26,692.48","26,870.10","26,870.10",227.51,0.01,15-Jul-20
16-Jul-20,"26,746.57","26,879.16","26,590.01","26,734.71","26,734.71",-135.39,-0.01,16-Jul-20
17-Jul-20,"26,774.62","26,808.43","26,619.88","26,671.95","26,671.95",-62.76,0,17-Jul-20
20-Jul-20,"26,660.29","26,765.02","26,504.20","26,680.87","26,680.87",8.92,0,20-Jul-20
21-Jul-20,"26,833.14","27,025.38","26,766.22","26,840.40","26,840.40",159.53,0.01,21-Jul-20
22-Jul-20,"26,824.56","27,035.24","26,794.19","27,005.84","27,005.84",165.44,0.01,22-Jul-20
23-Jul-20,"26,955.97","26,973.85","26,560.04","26,652.33","26,652.33",-353.51,-0.01,23-Jul-20
24-Jul-20,"26,533.41","26,625.70","26,402.86","26,469.89","26,469.89",-182.44,-0.01,24-Jul-20
27-Jul-20,"26,447.67","26,625.46","26,426.92","26,584.77","26,584.77",114.88,0,27-Jul-20
28-Jul-20,"26,529.45","26,556.84","26,361.71","26,379.28","26,379.28",-205.49,-0.01,28-Jul-20
29-Jul-20,"26,388.44","26,602.45","26,375.39","26,539.57","26,539.57",160.29,0.01,29-Jul-20
30-Jul-20,"26,367.42","26,374.93","25,992.28","26,313.65","26,313.65",-225.92,-0.01,30-Jul-20
31-Jul-20,"26,409.33","26,440.02","26,013.59","26,428.32","26,428.32",114.67,0,31-Jul-20
3-Aug-20,"26,542.32","26,707.26","26,534.38","26,664.40","26,664.40",236.08,0.01,3-Aug-20
4-Aug-20,"26,664.61","26,832.72","26,597.82","26,828.47","26,828.47",164.07,0.01,4-Aug-20
5-Aug-20,"26,924.78","27,221.67","26,924.78","27,201.52","27,201.52",373.05,0.01,5-Aug-20
6-Aug-20,"27,170.82","27,394.10","27,145.25","27,386.98","27,386.98",185.46,0.01,6-Aug-20
7-Aug-20,"27,321.68","27,456.24","27,223.55","27,433.48","27,433.48",46.5,0,7-Aug-20
10-Aug-20,"27,488.21","27,803.86","27,488.21","27,791.44","27,791.44",357.96,0.01,10-Aug-20
11-Aug-20,"27,961.64","28,154.88","27,624.51","27,686.91","27,686.91",-104.53,0,11-Aug-20
12-Aug-20,"27,860.24","28,043.89","27,843.32","27,976.84","27,976.84",289.93,0.01,12-Aug-20
13-Aug-20,"27,922.51","27,986.10","27,789.78","27,896.72","27,896.72",-80.12,0,13-Aug-20
14-Aug-20,"27,828.93","27,977.81","27,759.39","27,931.02","27,931.02",34.3,0,14-Aug-20
17-Aug-20,"27,970.05","27,999.81","27,816.40","27,844.91","27,844.91",-86.11,0,17-Aug-20
18-Aug-20,"27,853.48","27,891.12","27,668.79","27,778.07","27,778.07",-66.84,0,18-Aug-20
19-Aug-20,"27,811.26","27,920.42","27,647.67","27,692.88","27,692.88",-85.19,0,19-Aug-20
20-Aug-20,"27,622.68","27,781.46","27,526.25","27,739.73","27,739.73",46.85,0,20-Aug-20
21-Aug-20,"27,758.13","27,959.48","27,686.78","27,930.33","27,930.33",190.6,0.01,21-Aug-20
24-Aug-20,"28,077.58","28,314.94","28,041.75","28,308.46","28,308.46",378.13,0.01,24-Aug-20
25-Aug-20,"28,347.42","28,400.74","28,094.57","28,248.44","28,248.44",-60.02,0,25-Aug-20
26-Aug-20,"28,257.88","28,353.80","28,153.91","28,331.92","28,331.92",83.48,0,26-Aug-20
27-Aug-20,"28,384.07","28,634.22","28,363.93","28,492.27","28,492.27",160.35,0.01,27-Aug-20
28-Aug-20,"28,601.29","28,733.35","28,487.98","28,653.87","28,653.87",161.6,0.01,28-Aug-20
31-Aug-20,"28,643.66","28,643.66","28,363.55","28,430.05","28,430.05",-223.82,-0.01,31-Aug-20
1-Sep-20,"28,439.61","28,659.26","28,290.72","28,645.66","28,645.66",215.61,0.01,1-Sep-20
2-Sep-20,"28,736.79","29,162.88","28,713.53","29,100.50","29,100.50",454.84,0.02,2-Sep-20
3-Sep-20,"29,090.70","29,199.35","28,074.76","28,292.73","28,292.73",-807.77,-0.03,3-Sep-20
4-Sep-20,"28,341.05","28,539.75","27,664.68","28,133.31","28,133.31",-159.42,-0.01,4-Sep-20
8-Sep-20,"27,925.23","27,925.23","27,464.90","27,500.89","27,500.89",-632.42,-0.02,8-Sep-20
9-Sep-20,"27,711.71","28,206.21","27,704.54","27,940.47","27,940.47",439.58,0.02,9-Sep-20
10-Sep-20,"28,022.51","28,174.78","27,447.08","27,534.58","27,534.58",-405.89,-0.01,10-Sep-20
11-Sep-20,"27,613.86","27,828.82","27,448.15","27,665.64","27,665.64",131.06,0,11-Sep-20
14-Sep-20,"27,718.74","28,086.06","27,718.74","27,993.33","27,993.33",327.69,0.01,14-Sep-20
15-Sep-20,"28,139.76","28,231.06","27,931.45","27,995.60","27,995.60",2.27,0,15-Sep-20
16-Sep-20,"28,031.69","28,364.77","28,021.67","28,032.38","28,032.38",36.78,0,16-Sep-20
17-Sep-20,"27,834.18","28,056.79","27,647.93","27,901.98","27,901.98",-130.4,0,17-Sep-20
18-Sep-20,"27,864.87","27,946.69","27,487.97","27,657.42","27,657.42",-244.56,-0.01,18-Sep-20
21-Sep-20,"27,484.71","27,484.71","26,715.15","27,147.70","27,147.70",-509.72,-0.02,21-Sep-20
22-Sep-20,"27,170.34","27,333.09","26,989.93","27,288.18","27,288.18",140.48,0.01,22-Sep-20
23-Sep-20,"27,413.60","27,464.46","26,716.12","26,763.13","26,763.13",-525.05,-0.02,23-Sep-20
24-Sep-20,"26,716.09","27,094.85","26,537.01","26,815.44","26,815.44",52.31,0,24-Sep-20
25-Sep-20,"26,694.51","27,239.29","26,635.38","27,173.96","27,173.96",358.52,0.01,25-Sep-20
28-Sep-20,"27,362.14","27,722.60","27,362.14","27,584.06","27,584.06",410.1,0.02,28-Sep-20
29-Sep-20,"27,560.24","27,605.60","27,338.09","27,452.66","27,452.66",-131.4,0,29-Sep-20
30-Sep-20,"27,514.64","28,026.33","27,511.06","27,781.70","27,781.70",329.04,0.01,30-Sep-20
1-Oct-20,"27,940.63","28,041.46","27,669.26","27,816.90","27,816.90",35.2,0,1-Oct-20
2-Oct-20,"27,536.39","27,861.43","27,382.94","27,682.81","27,682.81",-134.09,0,2-Oct-20
5-Oct-20,"27,825.42","28,162.64","27,825.42","28,148.64","28,148.64",465.83,0.02,5-Oct-20
6-Oct-20,"28,214.24","28,354.48","27,728.03","27,772.76","27,772.76",-375.88,-0.01,6-Oct-20
7-Oct-20,"27,971.36","28,369.66","27,971.36","28,303.46","28,303.46",530.7,0.02,7-Oct-20
8-Oct-20,"28,348.86","28,459.13","28,265.56","28,425.51","28,425.51",122.05,0,8-Oct-20
9-Oct-20,"28,533.61","28,676.29","28,440.63","28,586.90","28,586.90",161.39,0.01,9-Oct-20
12-Oct-20,"28,671.12","28,957.90","28,659.67","28,837.52","28,837.52",250.62,0.01,12-Oct-20
13-Oct-20,"28,764.95","28,808.84","28,604.35","28,679.81","28,679.81",-157.71,-0.01,13-Oct-20
14-Oct-20,"28,731.30","28,792.56","28,461.73","28,514.00","28,514.00",-165.81,-0.01,14-Oct-20
15-Oct-20,"28,323.40","28,535.85","28,181.54","28,494.20","28,494.20",-19.8,0,15-Oct-20
16-Oct-20,"28,570.72","28,842.90","28,570.72","28,606.31","28,606.31",112.11,0,16-Oct-20
19-Oct-20,"28,633.55","28,711.93","28,139.40","28,195.42","28,195.42",-410.89,-0.01,19-Oct-20
20-Oct-20,"28,245.85","28,575.03","28,243.04","28,308.79","28,308.79",113.37,0,20-Oct-20
21-Oct-20,"28,270.66","28,450.64","28,196.39","28,210.82","28,210.82",-97.97,0,21-Oct-20
22-Oct-20,"28,197.42","28,421.31","28,040.18","28,363.66","28,363.66",152.84,0.01,22-Oct-20
23-Oct-20,"28,409.65","28,436.52","28,149.82","28,335.57","28,335.57",-28.09,0,23-Oct-20
26-Oct-20,"28,185.82","28,185.82","27,370.16","27,685.38","27,685.38",-650.19,-0.02,26-Oct-20
27-Oct-20,"27,651.18","27,707.69","27,457.96","27,463.19","27,463.19",-222.19,-0.01,27-Oct-20
28-Oct-20,"27,102.14","27,102.14","26,497.39","26,519.95","26,519.95",-943.24,-0.03,28-Oct-20
29-Oct-20,"26,480.98","26,891.89","26,290.78","26,659.11","26,659.11",139.16,0.01,29-Oct-20
30-Oct-20,"26,572.27","26,639.18","26,143.77","26,501.60","26,501.60",-157.51,-0.01,30-Oct-20
2-Nov-20,"26,691.28","27,043.48","26,691.28","26,925.05","26,925.05",423.45,0.02,2-Nov-20
3-Nov-20,"27,138.69","27,640.21","27,138.69","27,480.03","27,480.03",554.98,0.02,3-Nov-20
4-Nov-20,"27,512.83","28,301.50","27,512.83","27,847.66","27,847.66",367.63,0.01,4-Nov-20
5-Nov-20,"28,083.37","28,495.05","28,083.37","28,390.18","28,390.18",542.52,0.02,5-Nov-20
6-Nov-20,"28,399.13","28,431.96","28,189.50","28,323.40","28,323.40",-66.78,0,6-Nov-20
9-Nov-20,"29,467.90","29,933.83","29,130.66","29,157.97","29,157.97",834.57,0.03,9-Nov-20
10-Nov-20,"29,254.17","29,478.86","29,126.99","29,420.92","29,420.92",262.95,0.01,10-Nov-20
11-Nov-20,"29,524.35","29,593.11","29,281.22","29,397.63","29,397.63",-23.29,0,11-Nov-20
12-Nov-20,"29,231.91","29,311.83","28,902.13","29,080.17","29,080.17",-317.46,-0.01,12-Nov-20
13-Nov-20,"29,203.90","29,559.25","29,203.90","29,479.81","29,479.81",399.64,0.01,13-Nov-20
16-Nov-20,"29,672.36","29,964.29","29,672.36","29,950.44","29,950.44",470.63,0.02,16-Nov-20
17-Nov-20,"29,800.15","29,872.42","29,520.29","29,783.35","29,783.35",-167.09,-0.01,17-Nov-20
18-Nov-20,"29,875.40","29,930.85","29,432.84","29,438.42","29,438.42",-344.93,-0.01,18-Nov-20
19-Nov-20,"29,370.92","29,524.90","29,228.38","29,483.23","29,483.23",44.81,0,19-Nov-20
20-Nov-20,"29,437.57","29,469.89","29,231.20","29,263.48","29,263.48",-219.75,-0.01,20-Nov-20
23-Nov-20,"29,332.82","29,667.75","29,332.82","29,591.27","29,591.27",327.79,0.01,23-Nov-20
24-Nov-20,"29,746.11","30,116.51","29,746.11","30,046.24","30,046.24",454.97,0.02,24-Nov-20
25-Nov-20,"30,058.87","30,058.87","29,806.25","29,872.47","29,872.47",-173.77,-0.01,25-Nov-20
27-Nov-20,"29,911.33","30,015.13","29,819.98","29,910.37","29,910.37",37.9,0,27-Nov-20
30-Nov-20,"29,854.51","29,854.51","29,463.64","29,638.64","29,638.64",-271.73,-0.01,30-Nov-20
1-Dec-20,"29,797.50","30,083.31","29,797.50","29,823.92","29,823.92",185.28,0.01,1-Dec-20
2-Dec-20,"29,695.09","29,902.51","29,599.29","29,883.79","29,883.79",59.87,0,2-Dec-20
3-Dec-20,"29,920.83","30,110.88","29,877.27","29,969.52","29,969.52",85.73,0,3-Dec-20
4-Dec-20,"29,989.56","30,218.26","29,989.56","30,218.26","30,218.26",248.74,0.01,4-Dec-20
7-Dec-20,"30,233.03","30,233.03","29,967.22","30,069.79","30,069.79",-148.47,0,7-Dec-20
8-Dec-20,"29,997.95","30,246.22","29,972.07","30,173.88","30,173.88",104.09,0,8-Dec-20
9-Dec-20,"30,229.81","30,319.70","29,951.85","30,068.81","30,068.81",-105.07,0,9-Dec-20
10-Dec-20,"30,032.55","30,063.87","29,876.82","29,999.26","29,999.26",-69.55,0,10-Dec-20
11-Dec-20,"29,988.21","30,071.13","29,820.84","30,046.37","30,046.37",47.11,0,11-Dec-20
14-Dec-20,"30,123.91","30,325.79","29,849.15","29,861.55","29,861.55",-184.82,-0.01,14-Dec-20
15-Dec-20,"29,919.09","30,243.26","29,894.95","30,199.31","30,199.31",337.76,0.01,15-Dec-20
16-Dec-20,"30,191.38","30,236.03","30,080.11","30,154.54","30,154.54",-44.77,0,16-Dec-20
17-Dec-20,"30,216.00","30,323.78","30,216.00","30,303.37","30,303.37",148.83,0,17-Dec-20
18-Dec-20,"30,314.26","30,343.59","30,029.44","30,179.05","30,179.05",-124.32,0,18-Dec-20
21-Dec-20,"30,159.00","30,304.14","29,755.53","30,216.45","30,216.45",37.4,0,21-Dec-20
22-Dec-20,"30,200.20","30,200.20","29,992.89","30,015.51","30,015.51",-200.94,-0.01,22-Dec-20
23-Dec-20,"30,046.73","30,292.53","30,046.73","30,129.83","30,129.83",114.32,0,23-Dec-20
24-Dec-20,"30,155.92","30,209.67","30,099.30","30,199.87","30,199.87",70.04,0,24-Dec-20
28-Dec-20,"30,283.23","30,525.56","30,283.23","30,403.97","30,403.97",204.1,0.01,28-Dec-20
29-Dec-20,"30,492.07","30,588.79","30,274.24","30,335.67","30,335.67",-68.3,0,29-Dec-20
30-Dec-20,"30,415.09","30,525.35","30,393.04","30,409.56","30,409.56",73.89,0,30-Dec-20
31-Dec-20,"30,417.64","30,637.47","30,344.50","30,606.48","30,606.48",196.92,0.01,31-Dec-20
4-Jan-21,"30,627.47","30,674.28","29,881.82","30,223.89","30,223.89",-382.59,-0.01,4-Jan-21
5-Jan-21,"30,204.25","30,504.89","30,141.78","30,391.60","30,391.60",167.71,0.01,5-Jan-21
6-Jan-21,"30,362.78","31,022.65","30,313.07","30,829.40","30,829.40",437.8,0.01,6-Jan-21
7-Jan-21,"30,901.18","31,193.40","30,897.86","31,041.13","31,041.13",211.73,0.01,7-Jan-21
8-Jan-21,"31,069.58","31,140.67","30,793.27","31,097.97","31,097.97",56.84,0,8-Jan-21
11-Jan-21,"31,015.37","31,096.98","30,832.06","31,008.69","31,008.69",-89.28,0,11-Jan-21
12-Jan-21,"31,015.01","31,114.56","30,888.76","31,068.69","31,068.69",60,0,12-Jan-21
13-Jan-21,"31,084.88","31,153.37","30,992.05","31,060.47","31,060.47",-8.22,0,13-Jan-21
14-Jan-21,"31,085.67","31,223.78","30,982.24","30,991.52","30,991.52",-68.95,0,14-Jan-21
15-Jan-21,"30,926.77","30,941.98","30,612.67","30,814.26","30,814.26",-177.26,-0.01,15-Jan-21
19-Jan-21,"30,887.42","31,086.62","30,865.03","30,930.52","30,930.52",116.26,0,19-Jan-21
20-Jan-21,"31,017.54","31,235.98","30,997.79","31,188.38","31,188.38",257.86,0.01,20-Jan-21
21-Jan-21,"31,198.01","31,272.22","31,120.92","31,176.01","31,176.01",-12.37,0,21-Jan-21
22-Jan-21,"31,141.56","31,141.56","30,908.47","30,996.98","30,996.98",-179.03,-0.01,22-Jan-21
25-Jan-21,"30,989.85","30,989.85","30,564.06","30,960.00","30,960.00",-36.98,0,25-Jan-21
26-Jan-21,"30,968.55","31,121.42","30,921.71","30,937.04","30,937.04",-22.96,0,26-Jan-21
27-Jan-21,"30,893.78","30,893.78","30,206.91","30,303.17","30,303.17",-633.87,-0.02,27-Jan-21
28-Jan-21,"30,377.19","30,951.41","30,377.19","30,603.36","30,603.36",300.19,0.01,28-Jan-21
29-Jan-21,"30,553.91","30,553.91","29,856.30","29,982.62","29,982.62",-620.74,-0.02,29-Jan-21
1-Feb-21,"30,054.73","30,335.91","30,014.97","30,211.91","30,211.91",229.29,0.01,1-Feb-21
2-Feb-21,"30,276.88","30,840.54","30,276.88","30,687.48","30,687.48",475.57,0.02,2-Feb-21
3-Feb-21,"30,689.65","30,793.41","30,521.31","30,723.60","30,723.60",36.12,0,3-Feb-21
4-Feb-21,"30,737.78","31,065.96","30,737.78","31,055.86","31,055.86",332.26,0.01,4-Feb-21
5-Feb-21,"31,093.81","31,252.18","31,083.22","31,148.24","31,148.24",92.38,0,5-Feb-21
8-Feb-21,"31,191.20","31,386.10","31,191.20","31,385.76","31,385.76",237.52,0.01,8-Feb-21
9-Feb-21,"31,359.88","31,439.47","31,245.86","31,375.83","31,375.83",-9.93,0,9-Feb-21
10-Feb-21,"31,428.02","31,511.44","31,221.32","31,437.80","31,437.80",61.97,0,10-Feb-21
11-Feb-21,"31,466.49","31,543.82","31,244.36","31,430.70","31,430.70",-7.1,0,11-Feb-21
12-Feb-21,"31,420.80","31,475.31","31,347.80","31,458.40","31,458.40",27.7,0,12-Feb-21
16-Feb-21,"31,472.08","31,608.63","31,443.48","31,522.75","31,522.75",64.35,0,16-Feb-21
17-Feb-21,"31,485.61","31,643.70","31,338.76","31,613.02","31,613.02",90.27,0,17-Feb-21
18-Feb-21,"31,558.60","31,558.60","31,285.32","31,493.34","31,493.34",-119.68,0,18-Feb-21
19-Feb-21,"31,504.13","31,647.53","31,469.34","31,494.32","31,494.32",0.98,0,19-Feb-21
22-Feb-21,"31,381.12","31,653.48","31,286.57","31,521.69","31,521.69",27.37,0,22-Feb-21
23-Feb-21,"31,501.89","31,653.38","31,158.76","31,537.35","31,537.35",15.66,0,23-Feb-21
24-Feb-21,"31,499.75","32,009.64","31,421.29","31,961.86","31,961.86",424.51,0.01,24-Feb-21
25-Feb-21,"31,955.94","31,984.77","31,293.32","31,402.01","31,402.01",-559.85,-0.02,25-Feb-21
26-Feb-21,"31,401.29","31,450.89","30,911.37","30,932.37","30,932.37",-469.64,-0.01,26-Feb-21
1-Mar-21,"31,065.90","31,668.34","31,065.90","31,535.51","31,535.51",603.14,0.02,1-Mar-21
2-Mar-21,"31,535.37","31,623.27","31,377.16","31,391.52","31,391.52",-143.99,0,2-Mar-21
3-Mar-21,"31,352.96","31,563.31","31,260.14","31,270.09","31,270.09",-121.43,0,3-Mar-21
4-Mar-21,"31,289.01","31,461.97","30,547.53","30,924.14","30,924.14",-345.95,-0.01,4-Mar-21
5-Mar-21,"31,029.18","31,580.33","30,766.81","31,496.30","31,496.30",572.16,0.02,5-Mar-21
8-Mar-21,"31,512.15","32,148.04","31,512.15","31,802.44","31,802.44",306.14,0.01,8-Mar-21
9-Mar-21,"31,892.35","32,150.32","31,822.64","31,832.74","31,832.74",30.3,0,9-Mar-21
10-Mar-21,"31,906.96","32,389.50","31,906.96","32,297.02","32,297.02",464.28,0.01,10-Mar-21
11-Mar-21,"32,354.50","32,661.59","32,345.70","32,485.59","32,485.59",188.57,0.01,11-Mar-21
12-Mar-21,"32,462.40","32,793.32","32,462.40","32,778.64","32,778.64",293.05,0.01,12-Mar-21
15-Mar-21,"32,798.84","32,973.40","32,629.75","32,953.46","32,953.46",174.82,0.01,15-Mar-21
16-Mar-21,"32,966.75","32,966.75","32,778.23","32,825.95","32,825.95",-127.51,0,16-Mar-21
17-Mar-21,"32,825.52","33,047.58","32,782.18","33,015.37","33,015.37",189.42,0.01,17-Mar-21
18-Mar-21,"32,928.16","33,227.78","32,831.25","32,862.30","32,862.30",-153.07,0,18-Mar-21
19-Mar-21,"32,858.36","32,858.36","32,505.07","32,627.97","32,627.97",-234.33,-0.01,19-Mar-21
22-Mar-21,"32,601.82","32,810.35","32,512.53","32,731.20","32,731.20",103.23,0,22-Mar-21
23-Mar-21,"32,691.50","32,753.77","32,356.28","32,423.15","32,423.15",-308.05,-0.01,23-Mar-21
24-Mar-21,"32,470.88","32,787.99","32,418.15","32,420.06","32,420.06",-3.09,0,24-Mar-21
25-Mar-21,"32,346.81","32,672.69","32,071.41","32,619.48","32,619.48",199.42,0.01,25-Mar-21
26-Mar-21,"32,681.07","33,098.83","32,681.07","33,072.88","33,072.88",453.4,0.01,26-Mar-21
29-Mar-21,"33,087.55","33,259.00","32,905.13","33,171.37","33,171.37",98.49,0,29-Mar-21
30-Mar-21,"33,127.88","33,170.93","32,988.92","33,066.96","33,066.96",-104.41,0,30-Mar-21
31-Mar-21,"33,116.04","33,173.77","32,980.57","32,981.55","32,981.55",-85.41,0,31-Mar-21
1-Apr-21,"33,054.58","33,167.17","32,985.35","33,153.21","33,153.21",171.66,0.01,1-Apr-21
5-Apr-21,"33,222.38","33,617.95","33,222.38","33,527.19","33,527.19",373.98,0.01,5-Apr-21
6-Apr-21,"33,500.02","33,544.79","33,380.43","33,430.24","33,430.24",-96.95,0,6-Apr-21
7-Apr-21,"33,444.98","33,521.76","33,347.96","33,446.26","33,446.26",16.02,0,7-Apr-21
8-Apr-21,"33,469.89","33,506.80","33,342.64","33,503.57","33,503.57",57.31,0,8-Apr-21
9-Apr-21,"33,526.19","33,810.87","33,526.19","33,800.60","33,800.60",297.03,0.01,9-Apr-21
12-Apr-21,"33,775.06","33,786.19","33,665.54","33,745.40","33,745.40",-55.2,0,12-Apr-21
13-Apr-21,"33,721.16","33,741.64","33,545.84","33,677.27","33,677.27",-68.13,0,13-Apr-21
14-Apr-21,"33,668.95","33,911.25","33,668.95","33,730.89","33,730.89",53.62,0,14-Apr-21
15-Apr-21,"33,788.53","34,068.73","33,788.53","34,035.99","34,035.99",305.1,0.01,15-Apr-21
16-Apr-21,"34,058.16","34,256.75","34,058.16","34,200.67","34,200.67",164.68,0,16-Apr-21
19-Apr-21,"34,182.38","34,182.38","33,980.56","34,077.63","34,077.63",-123.04,0,19-Apr-21
20-Apr-21,"34,034.18","34,034.18","33,687.01","33,821.30","33,821.30",-256.33,-0.01,20-Apr-21
21-Apr-21,"33,808.30","34,160.34","33,773.80","34,137.31","34,137.31",316.01,0.01,21-Apr-21
22-Apr-21,"34,109.88","34,126.57","33,717.19","33,815.90","33,815.90",-321.41,-0.01,22-Apr-21
23-Apr-21,"33,804.52","34,157.57","33,713.29","34,043.49","34,043.49",227.59,0.01,23-Apr-21
